StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,PID,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,ProtectYourself,AmazonHP,email_IRS,web_IRS,apple,amazon_Product,email_mcafee,GetProtected,Employment,TotalIncome,Race,Education,Age_1,Gender,RedCross,SSA_HP,mySSA,AmazonDeliveryDelay,FB_SSA,ssa_optout,replacementCard,WalmartProduct,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,surveyArm,PROLIFIC_PID
4/20/2022 1:28,4/20/2022 1:40,100,757,TRUE,4/20/2022 1:40,R_1kZh7y5aOBuawpk,,,,,anonymous,EN,Yes,Firefox,99,Windows NT 10.0,1920x1080,60bae1ebe45be85442acce84,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,,,,,,,,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,26,Other,Scam,Real,Scam,Real,Scam,Scam,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,60bae1ebe45be85442acce84
4/20/2022 1:35,4/20/2022 1:41,100,337,TRUE,4/20/2022 1:41,R_TgPe8xSekxM0xO1,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Macintosh,1440x900,5f5e32a0d6a12c6857b8e127,Some,Angry,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,26,Male,Real,Real,Scam,Real,Real,Real,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm3_tips,5f5e32a0d6a12c6857b8e127
4/20/2022 1:34,4/20/2022 1:42,100,471,TRUE,4/20/2022 1:42,R_1kGgNYgBiUWb3ao,,,,,anonymous,EN,Yes,Edge,99.0.1150.55,Windows NT 10.0,1680x1050,5e850b0e390e520ec806b084,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Agree,Agree,Slightly Disagree,Agree,Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,36,Male,Scam,Real,Scam,Real,Scam,Real,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm2_generalinfo,5e850b0e390e520ec806b084
4/20/2022 1:37,4/20/2022 1:42,100,295,TRUE,4/20/2022 1:42,R_3p0fXiVUwrHYlVc,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,1280x720,5fa4f94e535f3b1aa628e0ab,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,,,,,,,,"Employed, working 30 or more hours per week","$100,000 - $149,999",Asian American or Asian,,28,Male,Real,Real,Real,Real,Real,Real,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm1_control,5fa4f94e535f3b1aa628e0ab
4/20/2022 1:36,4/20/2022 1:47,100,622,TRUE,4/20/2022 1:47,R_3L0IuC4zcf9LEeB,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1536x864,5f0a7dec44c42c19a6c9f6d9,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",33,Male,Scam,Real,Real,Real,Real,Real,Real,Real,Someone selling fraudulent goods or services,Yes,50,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,5f0a7dec44c42c19a6c9f6d9
4/20/2022 1:41,4/20/2022 1:48,100,432,TRUE,4/20/2022 1:48,R_1jCVRunlrMIFYim,,,,,anonymous,EN,Yes,Firefox,99,Windows NT 10.0,1920x1080,5c6f1e080b99a000018cc53b,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,55,Female,Real,Real,Real,Real,Real,Real,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",arm3_tips,5c6f1e080b99a000018cc53b
4/20/2022 1:22,4/20/2022 1:51,100,1739,TRUE,4/20/2022 1:51,R_3R8AN1prIN3czWF,,,,,anonymous,EN,Yes,Opera,85.0.4341.72,Windows NT 10.0,1920x1080,60a6ee98bbe6029a08840e5c,Some,Angry,Never,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,A few times a week / Daily,,,,,,,,,"Not employed, looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",20,Male,Real,Real,Scam,Real,Scam,Scam,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,60a6ee98bbe6029a08840e5c
4/20/2022 1:47,4/20/2022 1:53,100,315,TRUE,4/20/2022 1:53,R_21tT3zenpYwTN1t,,,,,anonymous,EN,Yes,Firefox,99,Windows NT 10.0,1920x1080,5d979a7705d4d60017b154c6,None at all,Angry,Never,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,A few times a week / Daily,,,,,,,,,"Employed, working 30 or more hours per week","$20,000 - $39,999",Asian American or Asian,Bachelor degree,31,Male,Real,Real,Real,Real,Real,Real,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Often,"Yes, use the responses.",arm1_control,5d979a7705d4d60017b154c6
4/20/2022 1:34,4/20/2022 1:53,100,1145,TRUE,4/20/2022 1:53,R_1flzlhQyeenD09d,,,,,anonymous,EN,Yes,Edge,100.0.1185.44,Windows NT 10.0,1366x768,5b70ed4b99982e000145eb7b,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Slightly Disagree,Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,,,,,,,,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,35,Female,Real,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,5b70ed4b99982e000145eb7b
4/20/2022 1:43,4/20/2022 1:54,100,656,TRUE,4/20/2022 1:54,R_2aeRv6mBj0uBIIJ,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Macintosh,1440x900,5d96eeed1998fb00177f6b71,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,,,,,,,,"Not employed, looking for work","$60,000 - $79,999",Asian American or Asian,Bachelor degree,24,Female,Real,Real,Scam,Real,Scam,Real,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,5d96eeed1998fb00177f6b71
4/20/2022 1:35,4/20/2022 1:55,100,1188,TRUE,4/20/2022 1:55,R_2rxrJV181ddIEi6,,,,,anonymous,EN,Yes,Chrome,99.0.4844.74,Windows NT 10.0,1024x768,5c29b88810677f0001dc2c56,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Disagree,Disagree,Slightly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Once a month,,,,,,,,,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,56,Male,Real,Real,Scam,Scam,Real,Scam,Scam,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",arm1_control,5c29b88810677f0001dc2c56
4/20/2022 1:52,4/20/2022 1:55,100,193,TRUE,4/20/2022 1:55,R_2ON1GtMEdUMDwlW,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1536x864,61338374ecef87bfdfd1c7bb,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Disagree,Once a week,,,,,,,,,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,19,Male,Real,Real,Scam,Real,Real,Scam,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,100,No,No,Often,Some of the time,Often,"Yes, use the responses.",arm2_generalinfo,61338374ecef87bfdfd1c7bb
4/20/2022 1:50,4/20/2022 1:55,100,295,TRUE,4/20/2022 1:55,R_yUCuRsAFJdyDUzv,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1280x720,5f99ba5121189e05a9490a72,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Once a week,,,,,,,,,"Not employed, looking for work","$40,000 - $59,999",African American or African (Non-Hispanic),Some college but no degree,43,Female,Scam,Real,Scam,Real,Scam,Scam,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",arm3_tips,5f99ba5121189e05a9490a72
4/20/2022 1:45,4/20/2022 1:56,100,662,TRUE,4/20/2022 1:56,R_21hve04xPfLXvz7,,,,,anonymous,EN,Yes,Safari,15.4,Macintosh,1512x982,6017ee441e8f20aa1fbfb114,None at all,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,A few times a week / Daily,Real,Real,Scam,Real,Real,Scam,Scam,Real,"Employed, working 1-29 hours per week","$40,000 - $59,999",Hispanic,Bachelor degree,26,Male,Scam,Real,Scam,Real,Real,Scam,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",arm4_interactive,6017ee441e8f20aa1fbfb114
4/20/2022 1:50,4/20/2022 1:57,100,384,TRUE,4/20/2022 1:57,R_29nUoVxZzqnyU3V,,,,,anonymous,EN,Yes,Firefox,98,Windows NT 10.0,1920x1080,5dcea4c3bc83380fe65dba2a,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a month,Real,Real,Real,Scam,Real,Real,Real,Scam,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,58,Male,Scam,Scam,Scam,Scam,Scam,Scam,Scam,Scam,Someone claiming to be from the IRS (but wasn't),No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm4_interactive,5dcea4c3bc83380fe65dba2a
4/20/2022 1:46,4/20/2022 1:58,100,670,TRUE,4/20/2022 1:58,R_1gIuKeEvLgEL7JY,,,,,anonymous,EN,Yes,Firefox,99,Macintosh,1280x800,5ff5f7ad932d56101bf7c90d,Some,Frustrated,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Once a week,Real,Real,Scam,Real,Real,Scam,Real,Scam,"Employed, working 30 or more hours per week",,White or Caucasian (Non-Hispanic),Bachelor degree,46,Male,Scam,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm4_interactive,5ff5f7ad932d56101bf7c90d
4/20/2022 1:55,4/20/2022 1:58,100,163,TRUE,4/20/2022 1:58,R_2uVCI5byndNeFx3,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Macintosh,1440x900,5d53121b41a6aa0019ca78ad,Some,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,A few times a week / Daily,,,,,,,,,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,33,Female,Real,Real,Scam,Real,Scam,Scam,Scam,Real,Someone claiming to be from the Social Security Administration (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm1_control,5d53121b41a6aa0019ca78ad
4/20/2022 1:43,4/20/2022 1:59,100,937,TRUE,4/20/2022 1:59,R_2anUnSPsCQBv0TT,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1366x768,5d730a3cf37bfe0001ff031a,Some,Angry,Never,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Disagree,Slightly Disagree,Slightly Agree,Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Once a week,Real,Real,Scam,Real,Real,Real,Real,Real,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,56,Male,Scam,Real,Scam,Real,Real,Scam,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,Yes,8500,Yes,No,Often,Often,Often,"Yes, use the responses.",arm4_interactive,5d730a3cf37bfe0001ff031a
4/20/2022 1:55,4/20/2022 2:03,100,504,TRUE,4/20/2022 2:03,R_UXyqqq85pO3qSZ3,,,,,anonymous,EN,Yes,Chrome,99.0.4844.57,CrOS x86_64 14469.41.0,1280x720,5e14d563c4e155ae93907ae1,Some,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Disagree,Slightly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,47,Male,Scam,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,Often,Often,Often,"Yes, use the responses.",arm1_control,5e14d563c4e155ae93907ae1
4/20/2022 1:54,4/20/2022 2:04,100,579,TRUE,4/20/2022 2:04,R_2ARPl8RsttqRWCs,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1280x720,5e6387b1b7d70b10675e3a26,Very little,Angry,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Agree,A few times a year,,,,,,,,,"Employed, working 30 or more hours per week","$100,000 - $149,999",Asian American or Asian,Associate degree,45,Male,Real,Real,Scam,Real,Real,Scam,Scam,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm3_tips,5e6387b1b7d70b10675e3a26
4/20/2022 1:53,4/20/2022 2:06,100,769,TRUE,4/20/2022 2:06,R_1fcOc1KOngtfvV3,,,,,anonymous,EN,Yes,Opera,84.0.4316.42,X11,1920x1080,5f9e612e5e10814115cc780d,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Disagree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Once a week,,,,,,,,,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",48,Male,Scam,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,5f9e612e5e10814115cc780d
4/20/2022 1:55,4/20/2022 2:09,100,830,TRUE,4/20/2022 2:09,R_2V7Qs4OD2ArI5iR,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1536x864,58a43e029a17120001d910d5,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Slightly Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Slightly Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Strongly Disagree,Once a week,Real,Real,Scam,Real,Real,Real,Real,Real,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",39,Female,Real,Real,Scam,Real,Real,Real,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",arm4_interactive,58a43e029a17120001d910d5
4/20/2022 2:02,4/20/2022 2:10,100,486,TRUE,4/20/2022 2:10,R_2R979oZRu8D8p5U,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,5f8cbc5c355ea745e6cef2ca,Very little,Frustrated,Most of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Once a month,,,,,,,,,"Not employed, looking for work","$20,000 - $39,999",Hispanic,Associate degree,37,Female,Real,Real,Scam,Real,Scam,Scam,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",arm1_control,5f8cbc5c355ea745e6cef2ca
4/20/2022 2:05,4/20/2022 2:10,100,305,TRUE,4/20/2022 2:10,R_1Nxq6T8DUURzBSK,,,,,anonymous,EN,Yes,Edge,100.0.1185.44,Windows NT 10.0,1536x864,581d38509b5b8800014d507e,Some,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Strongly Disagree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a week / Daily,,,,,,,,,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,39,Male,Real,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Often,Often,"Yes, use the responses.",arm2_generalinfo,581d38509b5b8800014d507e
4/20/2022 2:04,4/20/2022 2:10,100,353,TRUE,4/20/2022 2:10,R_1IMNihlgTISaiKR,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,1536x864,60721a45b75cb8f4b00abd05,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,32,Male,Real,Real,Real,Real,Scam,Scam,Scam,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,60721a45b75cb8f4b00abd05
4/20/2022 2:02,4/20/2022 2:11,100,535,TRUE,4/20/2022 2:11,R_vIWn376AJy1gtPz,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Macintosh,1440x900,5e770f11a9d3b527c662aa23,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,,,,,,,,"Employed, working 1-29 hours per week","$40,000 - $59,999",Asian American or Asian,Bachelor degree,42,Female,Scam,Real,Real,Real,Real,Real,Real,Real,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm2_generalinfo,5e770f11a9d3b527c662aa23
