,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,fraudExperience_SSA,fraudExperience_Govt,fraudExperience_Biz,fraudExperience_YN,fraudLoss_YN,fraudLoss_Amount,reportFraud_YN,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_medicareReview,Correct_benefitsSuspension,droppedFinalQuestion,percentCorrect,percentCorrect_Email,percentCorrect_Web,percentCorrect_Letter,percentCorrect_Govt,percentCorrect_Biz,percentCorrect_IsScam,percentCorrect_IsReal,percentIncorrect_ActuallyScam,percentIncorrect_ActuallyReal,RevealedTrust
2717,2022-08-03 07:58:00,8/3/2022 8:16,IP Address,100,1084,True,8/3/2022 8:16,R_2bUjOFyap0lHgBV,,,,,anonymous,EN,Yes,,,Chrome,103.0.0.0,Windows NT 10.0,1208x680,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Disagree,Slightly Disagree,Disagree,A few times a week / Daily,B218658,arm4_interactive,,B218658,2,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,Scam,,Details,Scam,,Details,True,True,8/3/2022 8:22,8/3/2022 8:23,IP Address,100.0,68.0,True,8/3/2022 8:23,R_10TRYiM8G89iSic,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,69.0,Female,True,Scam,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,8/3/2022 8:26,8/3/2022 8:29,IP Address,100.0,133.0,True,8/3/2022 8:29,R_3m2xCb24A797SEa,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Other",Yes,"$4,000 ",Yes,Not Sure,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,2.0,3.0,0.0,Keep,False,False,7,True,30.0,W,R,13.0,69.0,1.0,4761.0,3.4011973816621555,False,True,False,True,True,4000.0,1.0,0.16666666666666666,2.3,2.625,6.0,1.0,6,2,2,3,3,4,1,1,0,4,2,2,2,1,0,5,5,0,False,True,True,False,True,False,True,True,False,True,False,60.0,100.0,25.0,50.0,66.66666666666666,50.0,60.0,60.0,40.0,40.0,
2718,2022-08-03 08:07:00,8/3/2022 8:16,IP Address,100,535,True,8/3/2022 8:16,R_SNQMlsmhvOWZq1z,,,,,anonymous,EN,Yes,,,Chrome,103.0.0.0,Android 12,360x800,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,A few times a year,B364679,arm2_generalinfo,,B364679,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/3/2022 8:16,8/3/2022 8:18,IP Address,100.0,108.0,True,8/3/2022 8:18,R_UJVzLgum8hylzDH,,,,,anonymous,EN,"Disabled, not able to work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,67.0,Female,True,Both,,,Real,,Details,Real,,,Real,,,Scam,Click,Details,Scam,,,Scam,,Details,Scam,,,Real,,,Scam,,,True,True,8/3/2022 8:34,8/3/2022 8:38,IP Address,100.0,207.0,True,8/3/2022 8:38,R_1IooZPqSgDit83q,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",Yes,300,Not Sure,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,3.0,4.0,0.0,Keep,False,False,7,True,30.0,W,R,13.0,67.0,1.0,4489.0,3.4011973816621555,True,True,True,True,True,300.0,0.0,0.625,5.5,2.75,3.0,1.0,5,2,2,2,3,1,2,2,0,4,1,1,0,1,1,4,5,1,False,False,True,False,False,True,True,False,True,True,False,50.0,25.0,50.0,100.0,66.66666666666666,25.0,60.0,40.0,40.0,40.0,40.0
2726,2022-08-03 09:15:00,8/3/2022 9:20,IP Address,100,288,True,8/3/2022 9:20,R_3NRumtnoq6FafDG,,,,,anonymous,EN,Yes,,,Safari iPhone,15.5,iPhone,375x667,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,B727559,arm3_tips,,B727559,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/3/2022 9:20,8/3/2022 9:21,IP Address,100.0,59.0,True,8/3/2022 9:21,R_12R4FSneLiuOYXp,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more","Native American, Native Hawaiian or Pacific Islander",Associate degree,46.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,,,,True,False,8/3/2022 9:24,8/3/2022 9:27,IP Address,100.0,200.0,True,8/3/2022 9:27,R_3r3ftJnCr6R6EPx,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Other",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,2.0,4.0,0.0,Keep,False,False,7,True,175.0,O,E,14.0,46.0,0.0,2116.0,5.1647859739235145,True,True,False,True,False,0.0,1.0,0.625,3.9,3.375,6.0,1.0,6,3,0,5,1,2,3,1,0,4,2,1,1,2,1,8,1,1,True,False,True,True,True,False,False,True,True,False,True,60.0,50.0,75.0,50.0,66.66666666666666,50.0,20.0,100.0,60.0,0.0,
2728,2022-08-03 09:26:00,8/3/2022 9:29,IP Address,100,150,True,8/3/2022 9:29,R_UA3CoOyq9bJmJjP,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6,iPhone,390x844,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,A few times a year,B887720,arm1_control,,B887720,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/3/2022 9:29,8/3/2022 9:29,IP Address,100.0,35.0,True,8/3/2022 9:29,R_UtMJWRbIlTv2Df3,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,70.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,,,,True,False,8/3/2022 9:31,8/3/2022 9:32,IP Address,100.0,56.0,True,8/3/2022 9:32,R_1gSxPsV9Y1mI5We,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,1,0.0,0.0,0.0,Keep,False,False,7,True,70.0,W,R,13.0,70.0,1.0,4900.0,4.248495242049359,False,False,True,True,False,0.0,1.0,0.5416666666666666,3.6,3.75,3.0,2.0,8,1,0,5,3,3,4,1,0,4,4,1,2,2,2,6,3,1,True,True,True,True,True,True,False,True,True,False,True,80.0,75.0,100.0,50.0,66.66666666666666,100.0,60.0,100.0,20.0,0.0,100.0
2730,2022-08-03 09:42:00,8/3/2022 9:50,IP Address,100,434,True,8/3/2022 9:50,R_p3D0AtlbTfRFcNb,,,,,anonymous,EN,Yes,,,Safari iPhone,Unknown,iPhone,428x926,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A few times a week / Daily,B731161,arm2_generalinfo,,B731161,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/3/2022 9:50,8/3/2022 9:51,IP Address,100.0,77.0,True,8/3/2022 9:51,R_88uNe7wypG61RCx,,,,,anonymous,EN,Retired,"$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,61.0,Male,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Real,,,,,,True,False,8/3/2022 9:56,8/3/2022 9:58,IP Address,100.0,124.0,True,8/3/2022 9:58,R_3NPy5U0mFrT1LIk,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,3.0,3.0,0.0,Keep,False,False,7,True,175.0,W,R,18.0,61.0,0.0,3721.0,5.1647859739235145,False,False,True,True,False,0.0,1.0,0.7083333333333333,6.0,4.75,6.0,1.0,6,3,0,5,1,2,3,1,0,3,3,1,1,1,2,8,1,1,True,False,True,False,True,True,False,True,True,False,True,60.0,50.0,75.0,50.0,50.0,75.0,20.0,100.0,60.0,0.0,100.0
2731,2022-08-03 09:56:00,8/3/2022 10:13,IP Address,100,1017,True,8/3/2022 10:13,R_bk20R1SItqyiYx3,,,,,anonymous,EN,Yes,,,Chrome,103.0.0.0,Android 10,412x892,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Slightly Disagree,Once a month,B726451,arm3_tips,,B726451,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/3/2022 10:13,8/3/2022 10:16,IP Address,100.0,156.0,True,8/3/2022 10:16,R_1H03T9XMg46C0Hh,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",I prefer not to say,Some college but no degree,59.0,Female,True,Real,,,Both,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Scam,,,Scam,,,Scam,,,True,True,8/3/2022 10:25,8/3/2022 10:29,IP Address,100.0,271.0,True,8/3/2022 10:29,R_07eGoWSb8i4l26J,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,4.0,4.0,0.0,Keep,False,False,7,True,50.0,O,U,13.0,59.0,1.0,3481.0,3.912023005428146,False,False,True,True,False,0.0,1.0,0.625,2.6,1.875,4.0,1.0,7,0,2,3,4,2,4,1,0,4,3,1,1,2,2,3,6,1,True,False,True,True,True,True,True,False,False,True,False,70.0,50.0,100.0,50.0,66.66666666666666,75.0,80.0,60.0,0.0,40.0,
2732,2022-08-03 10:07:00,8/3/2022 10:14,IP Address,100,413,True,8/3/2022 10:14,R_3pltUftBdGCfhAO,,,,,anonymous,EN,Yes,,,Chrome,103.0.0.0,Android 12,360x760,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,B251733,arm4_interactive,,B251733,2,1,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,Details,Scam,,,True,True,8/3/2022 10:19,8/3/2022 10:20,IP Address,100.0,74.0,True,8/3/2022 10:20,R_2R1TaAlB5njh9TR,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,61.0,Female,True,Scam,,,Real,,Details,Scam,,,Scam,,,Real,,Details,Scam,Click,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,8/3/2022 10:22,8/3/2022 10:23,IP Address,100.0,72.0,True,8/3/2022 10:23,R_3HZEPfandCE9G80,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,3,2.0,1.0,0.0,Keep,False,False,7,True,90.0,W,U,16.0,61.0,1.0,3721.0,4.499809670330265,True,True,True,True,False,0.0,1.0,0.625,4.2,3.5,4.0,1.0,5,1,4,1,4,2,2,1,0,3,2,1,1,1,1,2,8,0,False,False,False,True,True,True,True,False,False,True,False,50.0,50.0,50.0,50.0,50.0,50.0,80.0,20.0,20.0,80.0,
2734,2022-08-03 10:42:00,8/3/2022 10:45,IP Address,100,185,True,8/3/2022 10:45,R_3MMXOd4TyWJhpy7,,,,,anonymous,EN,Yes,,,Firefox,102,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,,,Disagree,Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Once a month,B67174,arm2_generalinfo,,B67174,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/3/2022 10:45,8/3/2022 10:46,IP Address,100.0,59.0,True,8/3/2022 10:46,R_3fvNA1RLDZoc0O5,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,67.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,,,,True,False,8/3/2022 10:49,8/3/2022 10:51,IP Address,100.0,96.0,True,8/3/2022 10:51,R_sI3SlbSq06q03n3,,,,,anonymous,EN,"Someone selling fraudulent goods or services,Other",No,,Yes,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,2.0,2.0,0.0,Keep,False,False,6,True,30.0,W,R,14.0,67.0,1.0,4489.0,3.4011973816621555,False,False,True,True,False,0.0,1.0,0.5416666666666666,6.1,,4.0,1.3333333333333333,6,0,3,2,4,2,4,0,0,3,3,1,1,2,2,2,7,1,True,True,True,True,False,True,True,False,False,False,True,60.0,50.0,100.0,0.0,50.0,75.0,80.0,40.0,0.0,60.0,40.0
2735,2022-08-03 11:21:00,8/3/2022 11:25,IP Address,100,255,True,8/3/2022 11:25,R_27gogTtWLQDYOcT,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6,iPhone,414x896,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Once a month,B567940,arm1_control,,B567940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/3/2022 11:25,8/3/2022 11:26,IP Address,100.0,54.0,True,8/3/2022 11:26,R_2uUtajGxXF5X5XA,,,,,anonymous,EN,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,64.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,8/3/2022 11:28,8/3/2022 11:30,IP Address,100.0,94.0,True,8/3/2022 11:30,R_7Up4ptY4vgwJJTz,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,1.0,2.0,0.0,Keep,False,False,7,True,50.0,W,R,16.0,64.0,1.0,4096.0,3.912023005428146,False,True,True,True,False,0.0,1.0,0.37499999999999994,5.7,4.375,4.0,1.3333333333333333,6,2,2,3,3,2,3,1,0,3,3,1,1,1,2,5,5,0,True,False,True,False,True,True,True,False,False,True,False,60.0,50.0,75.0,50.0,50.0,75.0,60.0,60.0,40.0,40.0,60.0
2738,2022-08-03 12:27:00,8/3/2022 12:31,IP Address,100,247,True,8/3/2022 12:31,R_UQt2hrMc1nriknv,,,,,anonymous,EN,Yes,,,Chrome,102.0.5005.164,Android 9,601x962,Very little,Basically content,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a year,B950135,arm2_generalinfo,,B950135,0,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/3/2022 12:31,8/3/2022 12:32,IP Address,100.0,74.0,True,8/3/2022 12:32,R_vH0Gq9v6hrbKaOt,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,66.0,Female,True,Real,Click,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,True,True,8/3/2022 12:42,8/3/2022 12:44,IP Address,100.0,95.0,True,8/3/2022 12:44,R_3CCKRG9y5vYxYBR,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Often,Often,Some of the time,"Yes, use the responses.",True,1,True,2,2.0,2.0,0.0,Keep,False,False,7,True,10.0,W,R,16.0,66.0,1.0,4356.0,2.302585092994046,False,True,True,True,False,0.0,1.0,0.6666666666666666,,1.625,2.0,2.6666666666666665,7,2,1,4,3,3,3,1,0,4,3,2,1,1,2,6,4,0,True,False,True,False,True,True,True,True,False,True,False,70.0,75.0,75.0,50.0,66.66666666666666,75.0,60.0,80.0,40.0,20.0,80.0
2744,2022-08-03 15:31:00,8/3/2022 15:38,IP Address,100,413,True,8/3/2022 15:38,R_W25iKD9PpSRkezv,,,,,anonymous,EN,Yes,,,Chrome iPhone,103.0.5060.63,iPhone,414x896,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,B760313,arm3_tips,,B760313,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/3/2022 15:38,8/3/2022 15:39,IP Address,100.0,66.0,True,8/3/2022 15:39,R_2bK9aQ5ZVJLj0w3,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,59.0,Female,True,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,,,,True,False,8/3/2022 15:50,8/3/2022 15:51,IP Address,46.0,47.0,False,8/4/2022 15:51,R_2c6Lcv7xQX7fPYX,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,,,,,True,1,True,3,2.0,0.0,0.0,Keep,False,False,7,True,70.0,W,R,14.0,59.0,1.0,3481.0,4.248495242049359,True,True,True,True,False,0.0,1.0,0.7083333333333333,3.7,1.0,4.0,,5,0,4,1,4,2,3,0,0,2,3,1,1,1,2,1,8,1,True,True,False,True,False,True,True,False,False,False,True,50.0,50.0,75.0,0.0,33.33333333333333,75.0,80.0,20.0,0.0,80.0,
2748,2022-08-03 17:03:00,8/3/2022 17:09,IP Address,100,309,True,8/3/2022 17:09,R_5vzVIq6DyAcnf7b,,,,,anonymous,EN,Yes,,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,None at all,Frustrated,Never,Government should do more to solve problems.,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Once a week,B838748,arm4_interactive,,B838748,0,0,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,8/3/2022 17:14,8/3/2022 17:15,IP Address,100.0,80.0,True,8/3/2022 17:15,R_1NmqblvbkT77ZR5,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,52.0,Female,True,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,True,True,8/3/2022 17:18,8/3/2022 17:20,IP Address,100.0,131.0,True,8/3/2022 17:20,R_6VGrOuLCxmLy3xn,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,3,3.0,3.0,0.0,Keep,False,False,7,True,30.0,W,E,13.0,52.0,1.0,2704.0,3.4011973816621555,False,True,True,True,False,0.0,0.0,0.375,4.6,3.25,5.0,1.0,4,3,3,2,2,2,1,1,0,3,1,1,1,1,0,5,5,0,False,False,False,True,True,False,False,True,False,True,False,40.0,50.0,25.0,50.0,50.0,25.0,40.0,40.0,60.0,60.0,
2750,2022-08-03 22:27:00,8/3/2022 22:36,IP Address,100,550,True,8/3/2022 22:36,R_2wLeHL7sOOXLQyi,,,,,anonymous,EN,Yes,,,Chrome,103.0.0.0,Android 9,360x740,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Agree,Strongly Agree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Once a week,B819775,arm4_interactive,,B819775,1,0,Both,,,Real,,,Scam,,,Real,,,Both,,,Real,,,Real,,,Real,,,True,True,8/3/2022 22:46,8/3/2022 22:48,IP Address,100.0,104.0,True,8/3/2022 22:48,R_9AHJJGW0OJCcIJb,,,,,anonymous,EN,"Disabled, not able to work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,63.0,Female,True,Real,,,Both,,Details,Real,,,Both,,,Both,,,Both,,,Both,,,Scam,,,Scam,,,Real,,,True,True,8/3/2022 22:59,8/3/2022 23:02,IP Address,100.0,133.0,True,8/3/2022 23:02,R_2wF5XQCISp1Q6c8,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,3.0,3.0,0.0,Keep,False,False,7,True,30.0,W,R,16.0,63.0,1.0,3969.0,3.4011973816621555,True,True,True,True,False,0.0,1.0,0.625,5.8,2.625,5.0,1.0,2,1,2,2,0,0,2,0,0,1,1,0,0,1,1,3,2,5,True,False,True,False,False,False,False,False,False,False,False,20.0,0.0,50.0,0.0,16.666666666666664,25.0,0.0,40.0,20.0,40.0,
