,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
47,2022-07-26 10:35:00,7/26/2022 10:37,IP Address,100,128,True,7/26/2022 10:37,R_2BaMY5uSdSBQbbk,,,,,anonymous,EN,,Yes,,Chrome,96.0.4664.104,Android 12,412x869,None at all,Angry,Never,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Once a month,,arm1_control,60fe010f7d53d4e9cebf78a4,60fe010f7d53d4e9cebf78a4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:37,7/26/2022 10:38,IP Address,100.0,66.0,True,7/26/2022 10:38,R_3s6xPhiVngYldDs,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,24.0,Female,True,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/26/2022 10:43,7/26/2022 10:44,IP Address,100.0,60.0,True,7/26/2022 10:44,R_1PTMUgilTlGQO6d,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,0,4.0,2.0,0.0,Keep,False,False,24,False
73,2022-07-26 10:36:00,7/26/2022 10:48,IP Address,100,723,True,7/26/2022 10:48,R_1eQO5xl77ZrT8WJ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 9,360x640,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Disagree,Disagree,Slightly Agree,Disagree,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,A few times a year,,arm4_interactive,5f533cca31bf350009c01ac1,5f533cca31bf350009c01ac1,4,1,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/26/2022 10:53,7/26/2022 10:54,IP Address,100.0,38.0,True,7/26/2022 10:54,R_1GyrJAobdok35Wi,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,29.0,Male,True,Scam,,Details,Real,Click,,Scam,,,Real,,Details,Real,,,Scam,,Details,Scam,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:58,7/26/2022 11:00,IP Address,100.0,85.0,True,7/26/2022 11:00,R_YbupbfmKqATQKch,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,2.0,3.0,0.0,Keep,False,False,24,False
50,2022-07-26 10:36:00,7/26/2022 10:38,IP Address,100,150,True,7/26/2022 10:38,R_zUtCfFNWFwjL99T,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Once a week,,arm1_control,62bb0dc2c60dac6ed86178b8,62bb0dc2c60dac6ed86178b8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:38,7/26/2022 10:39,IP Address,100.0,35.0,True,7/26/2022 10:39,R_3O165K5dIvw7KsO,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,28.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:41,7/26/2022 10:42,IP Address,100.0,74.0,True,7/26/2022 10:42,R_2RV0Y5ias17daFR,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Not Sure,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,1.0,3.0,0.0,Keep,False,False,24,False
56,2022-07-26 10:37:00,7/26/2022 10:40,IP Address,100,169,True,7/26/2022 10:40,R_3oXuzEtsuS6Rv8d,,,,,anonymous,EN,,Yes,,Safari,15.5,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Once a month,,arm4_interactive,6119e2fc2605933b16ea87c0,6119e2fc2605933b16ea87c0,3,1,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/26/2022 10:43,7/26/2022 10:43,IP Address,100.0,23.0,True,7/26/2022 10:43,R_1Fkura8z1zOnRVs,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,21.0,Female,True,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,Click,,Real,,,Real,,,,,,True,False,7/26/2022 10:45,7/26/2022 10:46,IP Address,100.0,42.0,True,7/26/2022 10:46,R_1kOkwVFWu9hvQmb,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,0.0,0.0,0.0,Test Results are Incomplete,False,,24,False
57,2022-07-26 10:37:00,7/26/2022 10:40,IP Address,100,220,True,7/26/2022 10:40,R_32LrLRXIbIvP5p6,,,,,anonymous,EN,,Yes,,Chrome,99.0.4844.82,Windows NT 10.0,1305x816,None at all,Frustrated,Never,Government should do more to solve problems.,Strongly Disagree,Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Once a month,,arm4_interactive,5e547b8120b6394918a9cc80,5e547b8120b6394918a9cc80,4,0,Real,,,Real,,,Scam,,Details,Real,Click,,Scam,,,Scam,,,Real,,Details,Real,,Details,True,True,7/26/2022 10:42,7/26/2022 10:43,IP Address,100.0,36.0,True,7/26/2022 10:43,R_2EzcZRxacqtHjgG,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",Asian American or Asian,Bachelor degree,24.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Real,,,True,True,7/26/2022 10:44,7/26/2022 10:45,IP Address,100.0,29.0,True,7/26/2022 10:45,R_ysyd4w9561BQPO9,,,,,anonymous,EN,,,,,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,False,False,2,1.0,0.0,0.0,Keep,False,False,24,False
59,2022-07-26 10:37:00,7/26/2022 10:40,IP Address,100,180,True,7/26/2022 10:40,R_DGkIg41a9z6m6Ax,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,A few times a week / Daily,,arm4_interactive,62b1e4dfa33a3d444584c8b3,62b1e4dfa33a3d444584c8b3,4,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/26/2022 10:43,7/26/2022 10:44,IP Address,100.0,41.0,True,7/26/2022 10:44,R_2S1OFytv4SzsnRz,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,34.0,Male,True,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Real,,,Real,,Details,,,,True,False,7/26/2022 10:47,7/26/2022 10:48,IP Address,100.0,52.0,True,7/26/2022 10:48,R_12F2YhvWbS3cbpp,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Not Sure,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,2.0,1.0,0.0,Test Results are Incomplete,False,,24,False
58,2022-07-26 10:38:00,7/26/2022 10:40,IP Address,100,125,True,7/26/2022 10:40,R_Y09AdNqzrTCGHux,,,,,anonymous,EN,,Yes,,Chrome iPad,92.0.4515.90,iPad,768x1024,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,A few times a week / Daily,,arm1_control,5f2e00fa9832d716737ae694,5f2e00fa9832d716737ae694,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:40,7/26/2022 10:41,IP Address,100.0,56.0,True,7/26/2022 10:41,R_1imQRNlaX6V6iBh,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,40.0,Male,True,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 10:45,7/26/2022 11:53,IP Address,100.0,4098.0,True,7/26/2022 11:53,R_2ASgIOyVgGKv13s,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,0,3.0,4.0,0.0,Keep,False,False,24,False
74,2022-07-26 10:38:00,7/26/2022 10:48,IP Address,100,567,True,7/26/2022 10:48,R_3CN2XpAVYMC2qQF,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1920x1080,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Once a month,,arm4_interactive,5c2e2fa00b8ad80001aebf07,5c2e2fa00b8ad80001aebf07,4,1,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/26/2022 10:52,7/26/2022 10:53,IP Address,100.0,102.0,True,7/26/2022 10:53,R_2CDIARWZCihxWwK,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Associate degree,22.0,Male,True,Scam,,Details,Real,,,Scam,Click,,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,,,,True,False,7/26/2022 10:56,7/26/2022 10:57,IP Address,100.0,48.0,True,7/26/2022 10:57,R_3sn5KYeVgaFmHAY,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,4.0,1.0,0.0,Test Results are Incomplete,False,,24,False
62,2022-07-26 10:39:00,7/26/2022 10:42,IP Address,100,182,True,7/26/2022 10:42,R_2y8azG3trvXn9If,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Once a month,,arm4_interactive,5dd4c20186c8864a376f7480,5dd4c20186c8864a376f7480,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/26/2022 10:44,7/26/2022 10:45,IP Address,100.0,32.0,True,7/26/2022 10:45,R_28HxnrSGMV4CUXO,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",Hispanic,Bachelor degree,27.0,Male,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 10:46,7/26/2022 10:47,IP Address,100.0,54.0,True,7/26/2022 10:47,R_1PaUDMqY6DF8d1r,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,Yes,Not Sure,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,1.0,1.0,0.0,Keep,False,False,24,False
65,2022-07-26 10:39:00,7/26/2022 10:43,IP Address,100,245,True,7/26/2022 10:43,R_eG4jeXUN6x5a1aN,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Slightly Agree,Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,A few times a week / Daily,,arm4_interactive,58fd1e751178370001dd35bb,58fd1e751178370001dd35bb,4,0,Real,,,Real,,,Scam,,Details,Real,,,Scam,Click,,Real,,,Real,,Details,Scam,,Details,True,True,7/26/2022 10:48,7/26/2022 10:48,IP Address,100.0,32.0,True,7/26/2022 10:48,R_1G1Av6DcOWrgNKF,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,48.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Scam,,,Scam,,,Real,,Details,Scam,,,True,True,7/26/2022 10:52,7/26/2022 10:53,IP Address,100.0,71.0,True,7/26/2022 10:53,R_2DUjywXP0UHRdDm,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,200.0,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,True,2,1.0,3.0,0.0,Keep,False,False,24,False
70,2022-07-26 10:40:00,7/26/2022 10:47,IP Address,100,397,True,7/26/2022 10:47,R_1dc5mJWFgZCBgUO,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Some,Frustrated,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,arm1_control,5e7c640583c34c2a7a354549,5e7c640583c34c2a7a354549,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:47,7/26/2022 10:47,IP Address,100.0,35.0,True,7/26/2022 10:47,R_bduaExQZo1ZOirf,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999",Asian American or Asian,Bachelor degree,25.0,Female,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,False,False,4,1.0,,,No Test Results,False,,24,False
67,2022-07-26 10:40:00,7/26/2022 10:46,IP Address,100,359,True,7/26/2022 10:46,R_1jDS82NdhSNYt0b,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a week / Daily,,arm4_interactive,5d09895e65eb3400189cc207,5d09895e65eb3400189cc207,0,0,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/26/2022 10:48,7/26/2022 10:49,IP Address,100.0,50.0,True,7/26/2022 10:49,R_3eoL8Il7QG7cLeh,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,36.0,Female,True,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 10:50,7/26/2022 10:51,IP Address,100.0,71.0,True,7/26/2022 10:51,R_2bHpgJwTiCWePuL,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,3.0,3.0,0.0,Keep,False,False,24,False
63,2022-07-26 10:40:00,7/26/2022 10:42,IP Address,100,129,True,7/26/2022 10:42,R_3Rl0TQunzw3ICD0,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.71,Windows NT 10.0,1280x720,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm1_control,5f285dc5b09b3715fa20a14c,5f285dc5b09b3715fa20a14c,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:42,7/26/2022 10:43,IP Address,100.0,31.0,True,7/26/2022 10:43,R_vw1WpNBNLP3Gj1T,,,,,anonymous,EN,"Disabled, not able to work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,56.0,Female,True,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 10:45,7/26/2022 10:46,IP Address,100.0,54.0,True,7/26/2022 10:46,R_4ZuxzQa4kTN2TDj,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,1.0,1.0,0.0,Keep,False,False,24,False
64,2022-07-26 10:42:00,7/26/2022 10:43,IP Address,100,95,True,7/26/2022 10:43,R_AaDEj3uLdBPGYr7,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,Some,Basically content,Most of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm1_control,5e668d33ffed4c410e662f8a,5e668d33ffed4c410e662f8a,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:43,7/26/2022 10:44,IP Address,100.0,38.0,True,7/26/2022 10:44,R_6mqLoMVU1RkRZT3,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",39.0,Male,True,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,True,True,7/26/2022 10:48,7/26/2022 10:48,IP Address,100.0,37.0,True,7/26/2022 10:48,R_3EKJDsZaot7fPpP,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,False,False,0,2.0,0.0,0.0,Too Fast,False,,24,False
75,2022-07-26 10:42:00,7/26/2022 10:48,IP Address,100,357,True,7/26/2022 10:48,R_3D0FNBhIW4kwMo8,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Basically content,Never,Government is doing too many things better left to businesses and individuals.,Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,A few times a year,,arm1_control,5f9a25f467c68d13eaa9cc5c,5f9a25f467c68d13eaa9cc5c,2,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:48,7/26/2022 10:49,IP Address,100.0,68.0,True,7/26/2022 10:49,R_2ZWFYEUdBW3uz6F,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999",Hispanic,"High school degree or equivalent (e.g., GED)",31.0,Male,True,Real,Click,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 10:51,7/26/2022 10:53,IP Address,100.0,80.0,True,7/26/2022 10:53,R_22JsMe3sLfRVLqT,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,4,4.0,3.0,0.0,Keep,False,False,24,False
71,2022-07-26 10:43:00,7/26/2022 10:47,IP Address,100,229,True,7/26/2022 10:47,R_2tg6KoH8Om70sAB,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Some,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,A few times a week / Daily,,arm1_control,60f96f9a4dd14494f27e1957,60f96f9a4dd14494f27e1957,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:47,7/26/2022 10:48,IP Address,100.0,60.0,True,7/26/2022 10:48,R_1PUhFQPeBYMoU6F,,,,,anonymous,EN,"Not employed, NOT looking for work","$60,000 - $79,999",Hispanic,Bachelor degree,35.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:53,7/26/2022 10:54,IP Address,100.0,82.0,True,7/26/2022 10:54,R_dhubNSpgYPzFE1r,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,3.0,3.0,0.0,Keep,False,False,24,False
